ID,N_VICTIMAS,AAAA,VICTIMA,ACUSADO,COORDENADAS,SEMESTRE
2021-0057,1,2021,AUTO,OBJETO FIJO,"-34.57563957, -58.39257023",2021_2
2021-0058,1,2021,PEATON,AUTO,"-34.54596153, -58.48941042",2021_2
2021-0059,1,2021,AUTO,OBJETO FIJO,"-34.62783085, -58.39640740",2021_2
2021-0060,1,2021,PEATON,PASAJEROS,"-34.61112240, -58.41971993",2021_2
2021-0061,1,2021,PEATON,CARGAS,"-34.65012801, -58.40544588",2021_2
2021-0062,1,2021,AUTO,CARGAS,"-34.64645957, -58.42003882",2021_2
2021-0063,1,2021,AUTO,AUTO,"-34.63348678, -58.46851293",2021_2
2021-0064,1,2021,PEATON,CARGAS,"-34.65422917, -58.52931141",2021_2
2021-0065,1,2021,PEATON,PASAJEROS,"-34.62699730, -58.42675754",2021_2
2021-0066,1,2021,PEATON,PASAJEROS,"-34.61098186, -58.52933723",2021_2
2021-0067,1,2021,MOTO,OBJETO FIJO,"-34.62764718, -58.37910943",2021_2
2021-0068,1,2021,MOTO,OBJETO FIJO,"-34.61164474, -58.52161176",2021_2
2021-0069,1,2021,PEATON,AUTO,"-34.58697680, -58.41354692",2021_2
2021-0070,1,2021,MOTO,CARGAS,"-34.65470804, -58.43960781",2021_2
2021-0071,1,2021,PEATON,MOTO,"-34.60003693, -58.40454610",2021_2
2021-0072,1,2021,PEATON,AUTO,"-34.59871111, -58.39303911",2021_2
2021-0073,1,2021,BICICLETA,AUTO,"-34.58405348, -58.39391034",2021_2
2021-0074,1,2021,MOTO,MULTIPLE,"-34.54979510, -58.50073810",2021_2
2021-0075,1,2021,PEATON,CARGAS,"-34.62786038, -58.38281301",2021_2
2021-0076,1,2021,MOTO,OBJETO FIJO,"-34.65094083, -58.43980799",2021_2
2021-0077,1,2021,MOTO,CARGAS,"-34.62933109, -58.44402387",2021_2
2021-0078,1,2021,MOTO,PASAJEROS,"-34.62207347, -58.42779702",2021_2
2021-0079,1,2021,PEATON,AUTO,"-34.60097942, -58.40944147",2021_2
2021-0080,1,2021,MOTO,AUTO,"-34.59430160, -58.38277479",2021_2
2021-0081,1,2021,MOTO,CARGAS,"-34.63800916, -58.37627355",2021_2
2021-0082,1,2021,MOTO,AUTO,"-34.62453459, -58.39591856",2021_2
2021-0083,1,2021,MOTO,AUTO,"-34.56015762, -58.45829717",2021_2
2021-0084,1,2021,AUTO,OBJETO FIJO,"-34.64584795, -58.49142611",2021_2
2021-0085,1,2021,MOTO,OBJETO FIJO,"-34.57786555, -58.51271409",2021_2
2021-0086,1,2021,PEATON,PASAJEROS,"-34.62352826, -58.44864864",2021_2
2021-0087,1,2021,PEATON,BICICLETA,"-34.59167894, -58.37795815",2021_2
2021-0088,1,2021,MOTO,AUTO,"-34.55555257, -58.45531707",2021_2
2021-0089,1,2021,MOTO,AUTO,"-34.62140594, -58.47633683",2021_2
2021-0090,1,2021,PEATON,PASAJEROS,"-34.60256036, -58.38188582",2021_2
2021-0091,1,2021,MOTO,AUTO,"-34.62284918, -58.51989389",2021_2
2021-0092,1,2021,PEATON,AUTO,"-34.61011987, -58.40596860",2021_2
2021-0093,1,2021,MOTO,AUTO,"-34.64561636, -58.43353773",2021_2
2021-0094,1,2021,MOTO,AUTO,"-34.65117757, -58.46739825",2021_2
2021-0095,1,2021,MOTO,CARGAS,"-34.61984745, -58.47293407",2021_2
2021-0096,1,2021,AUTO,CARGAS,"-34.65021673, -58.47066794",2021_2
2021-0097,1,2021,BICICLETA,AUTO,"-34.58679619, -58.37976155",2021_2
